fic,gsubind,datadate,gvkey,curcdm,Share_End,Isin
GRC,45103010,2024-12-31,270661,EUR,5.25,GRS472003011
TWN,45301020,2024-12-31,270674,TWD,53.1,TW0003264008
CHN,45301020,2024-12-31,270688,CNY,3.07,CNE000001DF7
CHN,45301020,2024-12-31,270688,CNY,3.07,CNE000001DF7
CHN,45301020,2024-12-31,270690,CNY,26.02,CNE000001DN1
CHN,45301020,2024-12-31,270690,CNY,26.02,CNE000001DN1
CHN,45103010,2024-12-31,270691,CNY,12.56,CNE000001CZ7
CHN,45103010,2024-12-31,270691,CNY,12.56,CNE000001CZ7
CHN,45202030,2024-12-31,270695,CNY,10.37,CNE000001K32
CHN,45202030,2024-12-31,270695,CNY,10.37,CNE000001K32
CHN,35202010,2024-12-31,270699,CNY,10.72,CNE000001K65
CHN,35202010,2024-12-31,270699,CNY,10.72,CNE000001K65
CHN,45203010,2024-12-31,270712,CNY,8.67,CNE000000Z93
CHN,45203010,2024-12-31,270712,CNY,8.67,CNE000000Z93
CHN,45301020,2024-12-31,270715,CNY,40.86,CNE000001F05
CHN,45301020,2024-12-31,270715,CNY,40.86,CNE000001F05
CHN,35202010,2024-12-31,270716,CNY,13.62,CNE000001CL7
CHN,35202010,2024-12-31,270716,CNY,13.62,CNE000001CL7
CHN,35202010,2024-12-31,270720,CNY,214.5,CNE000001F21
CHN,35202010,2024-12-31,270720,CNY,214.5,CNE000001F21
TWN,45301020,2024-12-31,270730,TWD,112,TW0003265005
TWN,45203015,2024-12-31,270736,TWD,44.85,TW0008039009
CHN,35201010,2024-12-31,270740,CNY,6.31,CNE000001KC9
CHN,35201010,2024-12-31,270740,CNY,6.31,CNE000001KC9
CHN,35202010,2024-12-31,270741,CNY,11.94,CNE000001JG2
CHN,35202010,2024-12-31,270741,CNY,11.94,CNE000001JG2
TWN,45301020,2024-12-31,270742,TWD,78.4,TW0003260006
TWN,45203010,2024-12-31,270743,TWD,24.45,TW0008072000
CHN,45202030,2024-12-31,270747,CNY,3.41,CNE000001BK1
CHN,35202010,2024-12-31,270758,CNY,6.09,CNE000001CM5
CHN,35202010,2024-12-31,270758,CNY,6.09,CNE000001CM5
TWN,45301020,2024-12-31,270759,TWD,256,TW0003227005
CHN,35201010,2024-12-31,270760,CNY,16.85,CNE000001JN8
CHN,35201010,2024-12-31,270760,CNY,16.85,CNE000001JN8
KOR,45103010,2024-12-31,270795,KRW,9770,KR7078000007
KOR,45202030,2024-12-31,270800,KRW,1450,KR7073570004
CYM,45103010,2024-12-31,270806,HKD,0.375,KYG857AT1273
CYM,45103010,2024-12-31,270806,HKD,0.375,KYG857AT1273
CYM,45103010,2024-12-31,270806,HKD,0.375,KYG857AT1273
CYM,45103010,2024-12-31,270806,HKD,0.51,KYG857AT1356
CYM,45103010,2024-12-31,270806,HKD,0.51,KYG857AT1356
CYM,45103010,2024-12-31,270806,HKD,0.51,KYG857AT1356
CHN,45203010,2024-12-31,270807,HKD,0.39,CNE100000148
JPN,45203015,2024-12-31,270816,JPY,419,JP3974550000
TWN,45203015,2024-12-31,270824,TWD,62.5,TW0008249004
TWN,45203015,2024-12-31,270825,TWD,30,TW0008215005
TWN,45202030,2024-12-31,270827,TWD,1550,TW0002059003
TWN,45301010,2024-12-31,270830,TWD,101,TW0003189007
TWN,45203020,2024-12-31,270832,TWD,40.15,TW0003701009
TWN,45203030,2024-12-31,270849,TWD,34.35,TW0003209003
CHN,35202010,2024-12-31,270859,CNY,17.27,CNE000000719
CHN,35202010,2024-12-31,270859,CNY,17.27,CNE000000719
THA,45203030,2024-12-31,270865,THB,28.5,TH0776010009
MYS,45103010,2024-12-31,270868,MYR,0.295,MYQ0050OO003
TWN,45203015,2024-12-31,270873,TWD,170,TW0006274004
TWN,45301020,2024-12-31,270875,TWD,64.5,TW0006261001
CHN,35201010,2024-12-31,270879,CNY,5.68,CNE000001KP1
CHN,35201010,2024-12-31,270879,CNY,5.68,CNE000001KP1
IND,45102010,2024-12-31,270885,INR,4094.8,INE467B01029
TWN,45203010,2024-12-31,270899,TWD,55.4,TW0003356002
TWN,45301020,2024-12-31,270918,TWD,534,TW0008299009
CHN,35202010,2024-12-31,270919,CNY,12.8,CNE000001K73
CHN,35202010,2024-12-31,270919,CNY,12.8,CNE000001K73
CHN,45203015,2024-12-31,270922,CNY,11.41,CNE000001D07
CHN,45203015,2024-12-31,270922,CNY,11.41,CNE000001D07
CHN,45203015,2024-12-31,270925,CNY,7.22,CNE000001D49
CHN,45203015,2024-12-31,270925,CNY,7.22,CNE000001D49
JPN,45103010,2024-12-31,270933,JPY,336,JP3152810002
JPN,35103010,2024-12-31,270939,JPY,1397,JP3435750009
JPN,35103010,2024-12-31,270939,JPY,1397,JP3435750009
AUS,35103010,2024-12-31,270944,AUD,0.001,AU0000074221
AUS,35103010,2024-12-31,270944,AUD,0.001,AU0000074221
AUS,35103010,2024-12-31,270944,AUD,0.001,AU0000074221
TWN,45301010,2024-12-31,270948,TWD,21.9,TW0003354007
TWN,45301020,2024-12-31,270951,TWD,27.75,TW0003188009
MYS,45103010,2024-12-31,270953,MYR,0.225,MYQ0051OO001
CYM,35202010,2024-12-31,270963,HKD,3.2,KYG8167W1380
CYM,35202010,2024-12-31,270963,HKD,3.2,KYG8167W1380
CYM,35202010,2024-12-31,270963,HKD,3.2,KYG8167W1380
TWN,45203015,2024-12-31,270973,TWD,26.4,TW0001815009
GBR,45102010,2024-12-31,270976,GBP,1.506,GB00B01QGK86
GBR,45102010,2024-12-31,270976,GBP,1.506,GB00B01QGK86
BMU,45102010,2024-12-31,270986,SGD,0.012,BMG8191N2038
KOR,45301010,2024-12-31,270991,KRW,5880,KR7068790005
SGP,45203030,2024-12-31,271006,SGD,0.076,SG1P75919099
AUS,35202010,2024-12-31,271011,AUD,0.033,AU000000ACR3
CHN,35201010,2024-12-31,271017,CNY,7.47,CNE000001L31
CHN,35201010,2024-12-31,271017,CNY,7.47,CNE000001L31
TWN,45203015,2024-12-31,271018,TWD,78.7,TW0006213002
THA,45203030,2024-12-31,271025,THB,5.7,TH0781010002
THA,45203030,2024-12-31,271025,THB,5.7,TH0781010002
THA,45203030,2024-12-31,271025,THB,,TH0781010010
THA,45203030,2024-12-31,271025,THB,,TH0781010010
KOR,45203015,2024-12-31,271072,KRW,860,KR7043590009
KOR,45201020,2024-12-31,271081,KRW,976,KR7069540003
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,35202010,2024-12-31,271085,CNY,45.9,CNE0000014W7
CHN,45202030,2024-12-31,271086,CNY,2.78,CNE0000002J9
CHN,45202030,2024-12-31,271086,CNY,2.78,CNE0000002J9
CYM,45103010,2024-12-31,271112,JPY,1190,KYG9827X1025
JPN,45102010,2024-12-31,271139,JPY,153,JP3826280004
CHN,35202010,2024-12-31,271170,CNY,7.96,CNE000001394
CHN,35202010,2024-12-31,271170,CNY,7.96,CNE000001394
KOR,45301010,2024-12-31,271190,KRW,693,KR7050090000
JPN,45203010,2024-12-31,271201,JPY,220,JP3197740008
CHN,35202010,2024-12-31,271220,CNY,6.13,CNE0000014X5
DEU,45203015,2024-12-31,271229,EUR,2.02,DE0005874846
DEU,45203015,2024-12-31,271229,EUR,2.02,DE0005874846
CHN,45301020,2024-12-31,271231,CNY,4.58,CNE0000017L3
CHN,45301020,2024-12-31,271231,CNY,4.58,CNE0000017L3
CHN,45203015,2024-12-31,271236,CNY,9.03,CNE000000HT1
CHN,45203015,2024-12-31,271236,CNY,9.03,CNE000000HT1
CHN,45201020,2024-12-31,271241,CNY,23.12,CNE000001659
CHN,45201020,2024-12-31,271241,CNY,23.12,CNE000001659
BMU,45102010,2024-12-31,271246,SGD,11.3,BMG075391109
JPN,45203010,2024-12-31,271254,JPY,268,JP3451100006
IND,45102010,2024-12-31,271269,INR,9662.95,INE591G01025
AUS,35201010,2024-12-31,271277,AUD,0.006,AU0000296022
AUS,35201010,2024-12-31,271277,AUD,0.006,AU0000296022
AUS,45103010,2024-12-31,271339,AUD,0.02,AU0000362923
AUS,45103010,2024-12-31,271339,AUD,0.02,AU0000362923
TWN,45203015,2024-12-31,271343,TWD,26.2,TW0006155005
KOR,45201020,2024-12-31,271344,KRW,2760,KR7040160004
JPN,35201010,2024-12-31,271347,JPY,1050,JP3460200003
GBR,35202010,2024-12-31,271354,GBP,0.065,GB00B02LCQ05
GBR,35202010,2024-12-31,271354,GBP,0.065,GB00B02LCQ05
GBR,35202010,2024-12-31,271354,GBP,0.065,GB00B02LCQ05
TWN,45301020,2024-12-31,271355,TWD,212.5,TW0008016007
GBR,35201010,2024-12-31,271364,GBP,0.027,GB00B0381Z20
GBR,35202010,2024-12-31,271369,GBP,0.245,GB00BMC3RJ87
GBR,35202010,2024-12-31,271369,GBP,0.245,GB00BMC3RJ87
GBR,45102010,2024-12-31,271420,GBP,0.0018,GB00B8GRBX01
GBR,45102010,2024-12-31,271420,GBP,0.0018,GB00B8GRBX01
CHN,35202010,2024-12-31,271430,CNY,59.95,CNE0000008X7
CHN,35202010,2024-12-31,271430,CNY,59.95,CNE0000008X7
JPN,45203030,2024-12-31,271465,JPY,291,JP3546610001
KOR,45203015,2024-12-31,271488,KRW,2310,KR7066900002
KOR,45301020,2024-12-31,271491,KRW,721,KR7054090006
DEU,45301020,2024-12-31,271499,EUR,0.001,DE000A0BVU93
CYM,35202010,2024-12-31,271509,HKD,9.65,KYG2110P1000
CYM,35202010,2024-12-31,271509,HKD,9.65,KYG2110P1000
CYM,35202010,2024-12-31,271509,HKD,9.65,KYG2110P1000
MYS,45301020,2024-12-31,271528,MYR,2.1,MYL7204OO000
TWN,45201020,2024-12-31,271554,TWD,35.15,TW0003380002
LVA,45201020,2024-12-31,271571,EUR,5.2,LV0000101129
POL,45102010,2024-12-31,271594,PLN,138,PLCMP0000017
POL,45102010,2024-12-31,271594,PLN,138,PLCMP0000017
AUS,35201010,2024-12-31,271607,AUD,3.1,AU000000MSB8
AUS,35201010,2024-12-31,271607,AUD,3.1,AU000000MSB8
KOR,45301020,2024-12-31,271612,KRW,12700,KR7054450002
TWN,45301010,2024-12-31,271640,TWD,304,TW0003413001
KOR,45201020,2024-12-31,271719,KRW,1753,KR7065770000
TWN,45203015,2024-12-31,271748,TWD,507,TW0003406005
KOR,45301010,2024-12-31,271768,KRW,19660,KR7049950009
SWE,45301010,2024-12-31,271780,SEK,1.195,SE0000514705
SWE,45301010,2024-12-31,271780,SEK,1.195,SE0000514705
SWE,45301010,2024-12-31,271780,SEK,1.195,SE0000514705
MYS,45103010,2024-12-31,271791,MYR,0.29,MYQ0065OO001
MYS,45203030,2024-12-31,271792,MYR,0.065,MYQ0066OO009
MYS,45203030,2024-12-31,271800,MYR,0.165,MYQ0060OO002
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
CYM,45203020,2024-12-31,271823,HKD,0.92,KYG3472Y1199
NZL,35202010,2024-12-31,271829,AUD,12.5,NZNEUE0001S8
NZL,35202010,2024-12-31,271829,AUD,12.5,NZNEUE0001S8
KOR,35202010,2024-12-31,271851,KRW,18340,KR7053030003
KOR,35202010,2024-12-31,271866,KRW,979,KR7034940007
MYS,45301010,2024-12-31,271897,MYR,0.1,MYQ0070OO001
TWN,45301010,2024-12-31,271900,TWD,134.5,TW0005483002
JPN,45102010,2024-12-31,271904,JPY,2371,JP3545130001
JPN,45102010,2024-12-31,271904,JPY,2371,JP3545130001
KOR,45301010,2024-12-31,271906,KRW,1618,KR7080000003
BMU,45301020,2024-12-31,271908,SGD,0.133,BMG2022E1104
TWN,45203015,2024-12-31,271914,TWD,45.9,TW0008240003
CHN,35201010,2024-12-31,271934,CNY,8.45,CNE000000PN7
CHN,35201010,2024-12-31,271934,CNY,8.45,CNE000000PN7
CHN,35202010,2024-12-31,271941,CNY,23.38,CNE000000QW6
CHN,35202010,2024-12-31,271941,CNY,23.38,CNE000000QW6
CHN,35202010,2024-12-31,271955,CNY,16.26,CNE000000Q45
CHN,35202010,2024-12-31,271955,CNY,16.26,CNE000000Q45
CHN,45203010,2024-12-31,271957,CNY,20.85,CNE000000QJ3
CHN,45203010,2024-12-31,271957,CNY,20.85,CNE000000QJ3
CHN,45203015,2024-12-31,271962,CNY,10.32,CNE000000T26
CHN,45203015,2024-12-31,271962,CNY,10.32,CNE000000T26
CHN,45201020,2024-12-31,271975,CNY,4.96,CNE000000T83
CHN,45201020,2024-12-31,271975,CNY,4.96,CNE000000T83
CHN,45203015,2024-12-31,271981,HKD,3.09,CNE1000003H9
THA,45203015,2024-12-31,271985,THB,0.64,TH0825010Y01
IND,45103010,2024-12-31,271986,INR,21.98,INE754A01055
CHN,35202010,2024-12-31,272000,CNY,3.13,CNE000000VV8
CHN,35202010,2024-12-31,272000,CNY,3.13,CNE000000VV8
CHN,35202010,2024-12-31,272017,CNY,6,CNE0000008M0
CHN,35202010,2024-12-31,272023,CNY,3.9,CNE0000001H5
CHN,45102010,2024-12-31,272029,CNY,2.59,CNE000000TT6
CHN,45102010,2024-12-31,272029,CNY,2.59,CNE000000TT6
CHN,45203030,2024-12-31,272045,CNY,13.18,CNE000000TM1
CHN,45203030,2024-12-31,272045,CNY,13.18,CNE000000TM1
KOR,35202010,2024-12-31,272058,KRW,3860,KR7041960006
KOR,45301020,2024-12-31,272065,KRW,8920,KR7080220007
CHN,45102010,2024-12-31,272079,CNY,16.73,CNE0000010M6
CHN,45102010,2024-12-31,272079,CNY,16.73,CNE0000010M6
CHN,35202010,2024-12-31,272089,CNY,5.09,CNE0000010L8
CHN,35202010,2024-12-31,272093,CNY,6.18,CNE0000010R5
CHN,45201020,2024-12-31,272094,CNY,15.92,CNE0000000L9
CHN,45201020,2024-12-31,272094,CNY,15.92,CNE0000000L9
CHN,35201010,2024-12-31,272098,CNY,6.86,CNE000000Y37
CHN,35201010,2024-12-31,272098,CNY,6.86,CNE000000Y37
CHN,35202010,2024-12-31,272102,CNY,28.18,CNE000000Z28
CHN,35202010,2024-12-31,272102,CNY,28.18,CNE000000Z28
CHN,45203015,2024-12-31,272129,CNY,6.55,CNE0000012W1
CHN,35202010,2024-12-31,272130,CNY,99.44,CNE0000007J8
CHN,35202010,2024-12-31,272130,CNY,99.44,CNE0000007J8
CHN,45201020,2024-12-31,272136,CNY,5.75,CNE000001238
CHN,45201020,2024-12-31,272136,CNY,5.75,CNE000001238
CHN,45202030,2024-12-31,272139,CNY,51.88,CNE0000012M2
CHN,45202030,2024-12-31,272139,CNY,51.88,CNE0000012M2
CHN,45102010,2024-12-31,272150,CNY,8.54,CNE0000015K9
CHN,45102010,2024-12-31,272150,CNY,8.54,CNE0000015K9
KOR,45301010,2024-12-31,272164,KRW,726,KR7079950002
KOR,45201020,2024-12-31,272166,KRW,20700,KR7073490005
JPN,45103010,2024-12-31,272167,JPY,1620,JP3833730009
CHN,35202010,2024-12-31,272196,CNY,2.46,CNE0000015F9
CHN,35202010,2024-12-31,272196,CNY,2.46,CNE0000015F9
CHN,35202010,2024-12-31,272203,CNY,22.16,CNE000001501
CHN,35202010,2024-12-31,272203,CNY,22.16,CNE000001501
CHN,35202010,2024-12-31,272217,CNY,15.85,CNE0000015P8
CHN,35202010,2024-12-31,272217,CNY,15.85,CNE0000015P8
CHN,45301020,2024-12-31,272234,CNY,47.88,CNE0000017P4
CHN,45301020,2024-12-31,272234,CNY,47.88,CNE0000017P4
CHN,35202010,2024-12-31,272252,CNY,29.08,CNE0000018X6
CHN,35202010,2024-12-31,272252,CNY,29.08,CNE0000018X6
CHN,35202010,2024-12-31,272263,CNY,8.78,CNE000000BF3
CHN,45201020,2024-12-31,272270,CNY,7.31,CNE000000DM5
CHN,45201020,2024-12-31,272270,CNY,7.31,CNE000000DM5
CHN,35202010,2024-12-31,272271,CNY,10.65,CNE0000008D9
CHN,35202010,2024-12-31,272271,CNY,10.65,CNE0000008D9
CHN,45202030,2024-12-31,272275,CNY,3.61,CNE000000LS5
CHN,45202030,2024-12-31,272275,CNY,3.61,CNE000000LS5
CHN,45102010,2024-12-31,272284,CNY,11.2,CNE000000FM0
CHN,45102010,2024-12-31,272284,CNY,11.2,CNE000000FM0
CHN,35202010,2024-12-31,272285,CNY,7.81,CNE000000QQ8
CHN,35202010,2024-12-31,272285,CNY,7.81,CNE000000QQ8
CHN,35202010,2024-12-31,272297,CNY,3.65,CNE0000017W0
CHN,35202010,2024-12-31,272297,CNY,3.65,CNE0000017W0
CHN,35202010,2024-12-31,272301,CNY,2.34,CNE0000017M1
CHN,35202010,2024-12-31,272301,CNY,2.34,CNE0000017M1
KOR,45203015,2024-12-31,272316,KRW,3955,KR7045970001
BMU,45203030,2024-12-31,272322,SGD,0.285,BMG521971033
CHN,35202010,2024-12-31,272325,CNY,5.76,CNE000000NF8
CHN,35202010,2024-12-31,272325,CNY,5.76,CNE000000NF8
CHN,35202010,2024-12-31,272330,CNY,4.79,CNE0000004W8
CHN,35202010,2024-12-31,272330,CNY,4.79,CNE0000004W8
CHN,35202010,2024-12-31,272332,CNY,7.11,CNE000000701
CHN,45301020,2024-12-31,272338,CNY,8.32,CNE0000000V8
CHN,45301020,2024-12-31,272338,CNY,8.32,CNE0000000V8
CHN,35202010,2024-12-31,272348,CNY,22.7,CNE000000M80
CHN,35202010,2024-12-31,272348,CNY,22.7,CNE000000M80
CHN,45203020,2024-12-31,272352,CNY,38.78,CNE000000M72
CHN,45203020,2024-12-31,272352,CNY,38.78,CNE000000M72
IND,35202010,2024-12-31,272354,INR,659.4,INE939A01011
CHN,35202010,2024-12-31,272368,CNY,18.86,CNE000000MY1
CHN,35202010,2024-12-31,272368,CNY,18.86,CNE000000MY1
CHN,45102010,2024-12-31,272394,CNY,23.9,CNE000000CM7
CHN,45102010,2024-12-31,272394,CNY,23.9,CNE000000CM7
CHN,45201020,2024-12-31,272397,CNY,19.93,CNE000001DG5
CHN,45201020,2024-12-31,272397,CNY,19.93,CNE000001DG5
CHN,35202010,2024-12-31,272400,CNY,9.91,CNE000001DP6
CHN,35202010,2024-12-31,272400,CNY,9.91,CNE000001DP6
CHN,35202010,2024-12-31,272404,CNY,5.27,CNE0000009G0
CHN,35202010,2024-12-31,272404,CNY,5.27,CNE0000009G0
CHN,45203010,2024-12-31,272405,CNY,4.51,CNE0000002D2
CHN,45203010,2024-12-31,272405,CNY,4.51,CNE0000002D2
CHN,35201010,2024-12-31,272423,CNY,21.13,CNE000000F14
CHN,35201010,2024-12-31,272423,CNY,21.13,CNE000000F14
CHN,45103020,2024-12-31,272433,CNY,13.84,CNE0000000Y2
CHN,45201020,2024-12-31,272440,CNY,9.5,CNE0000000H7
CHN,35202010,2024-12-31,272444,CNY,6.59,CNE000000KQ1
CHN,35202010,2024-12-31,272454,CNY,7.49,CNE000000NC5
CHN,45201020,2024-12-31,272466,CNY,3.02,CNE0000009Q9
CHN,45201020,2024-12-31,272466,CNY,3.02,CNE0000009Q9
CHN,45203015,2024-12-31,272475,CNY,9.4,CNE000001L07
CHN,45203015,2024-12-31,272475,CNY,9.4,CNE000001L07
JPN,45102010,2024-12-31,272478,JPY,985,JP3350950006
CHN,45301020,2024-12-31,272541,CNY,12.17,CNE000000KB3
CHN,45301020,2024-12-31,272541,CNY,12.17,CNE000000KB3
CHN,35201010,2024-12-31,272566,CNY,12.87,CNE0000004T4
CHN,35201010,2024-12-31,272566,CNY,12.87,CNE0000004T4
GBR,35203010,2024-12-31,272584,GBP,0.0075,GB00BDR6W943
GBR,35203010,2024-12-31,272584,GBP,0.0075,GB00BDR6W943
TWN,45203015,2024-12-31,272588,TWD,70.8,TW0003078002
POL,35201010,2024-12-31,272600,PLN,2.885,PLBIOTN00029
POL,35201010,2024-12-31,272600,PLN,2.885,PLBIOTN00029
TWN,35202010,2024-12-31,272619,TWD,16.8,TW0004108006
TWN,45301020,2024-12-31,272633,TWD,200,TW0003228003
PAK,35202010,2024-12-31,272643,PKR,335.35,PK0005201014
TWN,45203015,2024-12-31,272674,TWD,210,TW0003211009
TWN,45203010,2024-12-31,272677,TWD,30.55,TW0006276009
CHE,35202010,2024-12-31,272678,CHF,221,CH0582581713
CHE,35202010,2024-12-31,272678,CHF,221,CH0582581713
CHE,35202010,2024-12-31,272678,CHF,221,CH0582581713
TWN,45203020,2024-12-31,272682,TWD,39.7,TW0008183005
AUS,35201010,2024-12-31,272696,AUD,1.32,AU000000PYC7
TWN,45201020,2024-12-31,272711,TWD,57.9,TW0003466009
DEU,35201010,2024-12-31,272717,EUR,0.011,DE000A3E5EG5
DEU,35201010,2024-12-31,272717,EUR,0.011,DE000A3E5EG5
DEU,35201010,2024-12-31,272717,EUR,0.011,DE000A3E5EG5
TWN,45203015,2024-12-31,272752,TWD,18.1,TW0003229001
TWN,45203015,2024-12-31,272757,TWD,18.25,TW0003191003
TWN,45301020,2024-12-31,272767,TWD,22.55,TW0003288007
JPN,45102010,2024-12-31,272776,JPY,2304,JP3436040004
JPN,45301020,2024-12-31,272777,JPY,80,JP3122530003
AUS,45203030,2024-12-31,272783,AUD,0.16,AU000000AMO9
IND,45103010,2024-12-31,272797,INR,1017.5,INE096B01018
TWN,45202030,2024-12-31,272809,TWD,108.5,TW0003088001
TWN,45202030,2024-12-31,272810,TWD,266.5,TW0008210006
IND,45103020,2024-12-31,272811,INR,28.06,INE748C01038
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
BEL,35201010,2024-12-31,272872,EUR,26.52,BE0003818359
GBR,45301020,2024-12-31,272894,GBP,0.1436,GB00B01JLR99
GBR,45301020,2024-12-31,272894,GBP,0.1436,GB00B01JLR99
TWN,45202030,2024-12-31,272912,TWD,672,TW0003324000
MYS,45103020,2024-12-31,272913,MYR,0.025,MYQ0079OO002
TWN,45203015,2024-12-31,272939,TWD,30.55,TW0003290003
BMU,45201020,2024-12-31,272943,HKD,0.077,BMG780521263
BMU,45201020,2024-12-31,272943,HKD,0.077,BMG780521263
TWN,45203015,2024-12-31,272957,TWD,42.6,TW0003095006
TWN,45203010,2024-12-31,272987,TWD,22.75,TW0003297008
IND,45102010,2024-12-31,272988,INR,214.21,INE667G01023
MYS,45201020,2024-12-31,273037,MYR,0.035,MYQ0082OO006
MYS,45102010,2024-12-31,273051,MYR,0.095,MYQ0075OO000
NLD,45103010,2024-12-31,273052,EUR,4.99,NL0013332471
NLD,45103010,2024-12-31,273052,EUR,4.99,NL0013332471
NLD,45103010,2024-12-31,273052,EUR,4.99,NL0013332471
IND,35202010,2024-12-31,273064,INR,115.48,INE584F01014
TWN,45203015,2024-12-31,273105,TWD,81.8,TW0006284003
MYS,45203015,2024-12-31,273111,MYR,1.33,MYQ0083OO004
KOR,35202010,2024-12-31,273121,KRW,148500,KR7000250001
JPN,45301010,2024-12-31,273151,JPY,2436,JP3641220003
JPN,45203010,2024-12-31,273156,JPY,219,JP3100620008
TWN,45203030,2024-12-31,273158,TWD,26.65,TW0003093001
JPN,45103010,2024-12-31,273171,JPY,1486,JP3351070002
GBR,45102010,2024-12-31,273185,GBP,0.705,GB00BFZ45C84
SGP,45203030,2024-12-31,273196,SGD,0.325,SG1R62925800
TWN,45203010,2024-12-31,273209,TWD,15,TW0008105008
JPN,45103010,2024-12-31,273212,JPY,1098,JP3122150000
CYM,45202030,2024-12-31,273233,HKD,0.06,KYG516941005
TWN,45203015,2024-12-31,273241,TWD,61.2,TW0003715009
GBR,45103010,2024-12-31,273247,GBP,0.94,GB00B0BRN552
GBR,45103010,2024-12-31,273247,GBP,0.94,GB00B0BRN552
BMU,45201020,2024-12-31,273258,HKD,0.345,BMG814741010
BMU,45201020,2024-12-31,273258,HKD,0.345,BMG814741010
BMU,45201020,2024-12-31,273258,TWD,3.07,TW0009120006
BMU,45201020,2024-12-31,273258,TWD,3.07,TW0009120006
TWN,45201020,2024-12-31,273344,TWD,61.2,TW0003306007
CHN,45301020,2024-12-31,273346,CNY,64.37,CNE000001M14
CHN,45301020,2024-12-31,273346,CNY,64.37,CNE000001M14
KOR,45203015,2024-12-31,273359,KRW,1673,KR7082210006
KOR,45301010,2024-12-31,273360,KRW,14800,KR7082270000
KOR,45201020,2024-12-31,273389,KRW,6640,KR7050890003
TWN,35202010,2024-12-31,273416,TWD,41.15,TW0001752004
KOR,45201020,2024-12-31,273425,KRW,2975,KR7078890001
MYS,45102010,2024-12-31,273437,MYR,0.17,MYQ0086OO007
IND,45102010,2024-12-31,273444,INR,218.7,INE214A01019
IND,35202010,2024-12-31,273450,INR,390.5,INE475B01022
KOR,45203015,2024-12-31,273457,KRW,,KR7033180001
IND,35201010,2024-12-31,273478,INR,418.6,INE922B01023
PHL,45102010,2024-12-31,273481,PHP,0.59,PHY6389H1116
KOR,35201010,2024-12-31,273518,KRW,187500,KR7068270008
JPN,45203010,2024-12-31,273521,JPY,1302,JP3100760002
TWN,45203010,2024-12-31,273523,TWD,367.5,TW0008114000
JPN,45301020,2024-12-31,273526,JPY,1318,JP3910570005
KOR,45301010,2024-12-31,273532,KRW,82500,KR7042700005
IND,45103010,2024-12-31,273541,INR,904.4,INE111B01023
TWN,45202030,2024-12-31,273549,TWD,6.7,TW0003202008
TWN,35202010,2024-12-31,273663,TWD,41.5,TW0004127006
KOR,45301020,2024-12-31,273664,KRW,2640,KR7082850009
MYS,45203010,2024-12-31,273672,MYR,0.135,MYQ0093OO003
JPN,45102010,2024-12-31,273705,JPY,184,JP3831480003
TWN,45202030,2024-12-31,273731,TWD,50.7,TW0001569002
DEU,45201020,2024-12-31,273749,EUR,0.032,DE0005156004
DEU,45201020,2024-12-31,273749,EUR,0.032,DE0005156004
CYM,45203020,2024-12-31,273767,HKD,37.5,KYG2953R1149
CYM,45203020,2024-12-31,273767,HKD,37.5,KYG2953R1149
CYM,45203020,2024-12-31,273767,HKD,37.5,KYG2953R1149
CHN,35103010,2024-12-31,273773,CNY,4.66,CNE0000008Y5
FRA,45203030,2024-12-31,273798,EUR,17.7,FR0013079092
FRA,45203030,2024-12-31,273798,EUR,17.7,FR0013079092
TWN,45202030,2024-12-31,273816,TWD,19.45,TW0003325007
AUS,35203010,2024-12-31,273819,AUD,0.006,AU000000OSL3
TWN,45301020,2024-12-31,273824,TWD,240,TW0008081001
TWN,45203015,2024-12-31,273826,TWD,14.35,TW0003481008
IND,35203010,2024-12-31,273831,INR,127.92,INE495B01038
TWN,45203015,2024-12-31,273832,TWD,109,TW0006278005
SGP,35202010,2024-12-31,273854,SGD,0.575,SG1BH6000003
IND,35202010,2024-12-31,273862,INR,4.95,INE526G01021
MYS,45201020,2024-12-31,273877,MYR,0.095,MYQ0085OO009
EGY,35202010,2024-12-31,273896,EGP,36,EGS38171C012
SGP,45301010,2024-12-31,273900,SGD,0.945,SG1BB4000008
CYM,45202030,2024-12-31,273912,HKD,0.06,KYG2418K1343
CYM,45202030,2024-12-31,273912,HKD,0.06,KYG2418K1343
