Active,Curr,Loc,Gcis,Gcis-Sub,Comp_Id,Comp_Name,Cusip,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Shares_Out,Share_End,Net_Income,Fyear
A,USD,USA,45,45103010,38087,SOUNDHOUND AI INC,836100107,553.953,1.947,2.421,84.693,70.555,393.632,19.84,-350.681,2024
A,USD,USA,45,45103010,38107,AURORA INNOVATION INC,51774107,2138,16,105,0,676,1733,6.3,-748,2024
A,USD,USA,45,45103010,38212,APPLOVIN CORP,03831W108,5869.259,37.15,3675.484,4709.248,638.689,340.042,323.83,1579.776,2024
A,USD,CYM,45,45103010,38249,SAIHEAT LTD,G7852T202,18.534,2.197,0.486,5.543,0.642,26.281,0.77,-5.886,2024
I,USD,USA,45,45103010,38285,OLO INC,68134L109,754.776,2.4,11.584,284.938,68.483,165.943,7.68,-0.897,2024
A,USD,USA,45,45103010,38328,MAWSON INFRA GROUP INC,57778N406,61.44,22.549,2.732,59.266,,18.792,0.8328,-46.132,2024
A,USD,USA,45,45103010,38329,ALKAMI TECHNOLOGY INC,01644J108,437.277,1.343,17.109,333.849,96.211,102.089,36.68,-40.835,2024
A,USD,USA,45,45203010,38343,OUSTER INC,68989M202,276.148,7.196,13.054,111.101,58.084,52.561,12.22,-97.045,2024
A,USD,CYM,45,45103010,38350,GORILLA TECHNOLOGY GROUP INC,G4000K175,153.796,17.255,4.952,74.674,2.11,18.058,18.06,-64.795,2024
A,USD,USA,45,45203010,38357,AEVA TECHNOLOGIES INC,00835Q202,147.489,3.039,0.72,9.065,102.667,54.14,4.75,-152.261,2024
A,USD,USA,45,45103020,38360,AIRSHIP AI HOLDINGS INC,8940108,13.707,0.305,0.639,23.05,2.805,30.588,6.26,-57.465,2024
A,USD,CYM,45,45103010,38368,TUYA INC,90114C107,1103.78,3.798,0.851,298.617,95.049,565.807,1.79,4.997,2024
A,USD,USA,45,45103010,38373,VEEA INC,693489122,21.094,12.822,0.037,0.142,1.373,36.203,3.81,-47.548,2024
A,USD,USA,45,45103010,38403,SEMRUSH HOLD INC,81686C104,390.943,4.669,7.602,376.815,80.08,146.843,11.88,8.236,2024
A,USD,USA,45,45301020,38465,SKYWATER TECH INC,83089J108,313.775,33.402,43.356,342.269,15.04,47.704,13.8,-6.793,2024
A,USD,USA,45,45103010,38485,ZAPATA QUANTUM INC,98906V100,2.733,1.618,2.549,3.876,4.42,43.59,0.135,-38.143,2024
A,USD,USA,45,45103010,38491,KALTURA INC,483467106,181.305,5.614,44.416,178.717,49.43,152.057,2.2,-31.315,2024
A,USD,ISR,45,45203010,38590,INNOVIZ TECHNOLOGIES LTD,M5R635108,132.049,4.33,25.264,24.268,73.817,169.397,1.68,-94.757,2024
A,USD,USA,45,45103020,38646,UIPATH INC,90364P105,2865.27,3.587,74.23,1429.664,380.682,553.512,14.22,-73.694,2024
A,USD,ISR,45,45103010,38662,SIMILARWEB LTD,M84137104,242.911,6.923,32.809,249.913,55.596,82.619,14.17,-11.457,2024
A,USD,CAN,45,45103010,38704,THINKIFIC LABS INC,884121302,61.368,0.368,1.401,66.942,19.049,68.282,2.13,-0.237,2024
A,USD,USA,45,45103010,38708,ZETA GLOBAL HOLDINGS CORP,98956A105,1111.373,3.631,203.427,1005.754,90.679,237.27,17.99,-69.771,2024
A,USD,CYM,45,45103010,38723,ZENVIA INC,G9889V101,281.9,13.363,7.604,155.163,7.606,51.935,2.33,-25.005,2024
I,USD,USA,45,45103010,38748,MERIDIANLINK INC,58985J105,961.333,4.354,465.412,316.298,39.454,76.05,20.65,-29.772,2024
A,USD,CYM,45,45103010,38777,BITDEER TECHNOLOGIES GROUP,G11448100,1557.854,213.587,72.673,349.782,76.946,192.318,21.67,-599.151,2024
A,USD,CAN,45,45203010,38785,TANTALUS SYS HOLD INC,87601F106,41.548,6.057,6.764,44.311,7.003,50.846,1.37,-2.628,2024
A,USD,CYM,45,45103010,38849,AMTD DIGITAL INC -ADR,00180N101,502.931,83.56,174.224,22.814,,199.241,3.15,44.443,2024
A,USD,ISR,45,45103020,38822,MONDAY COM LTD,M7S64H106,1685.508,29.013,77.023,971.995,213.709,50.773,235.44,32.372,2024
A,USD,USA,45,45102010,38827,GLIMPSE GROUP INC(THE),37892C106,15.559,0.365,0.179,8.804,5.456,18.158,1.02,-6.394,2024
A,USD,VGB,45,45103010,38866,HELPORT AI LTD,G4R52R103,27.18,4.889,0,29.576,4.304,30.281,11.15,7.369,2024
A,USD,USA,45,45103010,38915,SPRINKLR INC,85208T107,1184.199,7.462,41.243,796.394,91.999,255.443,8.91,121.609,2024
A,USD,USA,45,45103010,38924,EVERCOMMERCE INC,29977X105,1421.268,8.943,536.01,698.765,79.673,183.725,11.01,-41.089,2024
A,USD,USA,45,45103010,38931,CONFLUENT INC,20717M103,2694.911,8.694,1101.287,963.642,421.237,332.885,27.96,-345.065,2024
A,USD,USA,45,45103010,38953,LATCH INC,51818V106,196.424,1.314,4.515,56.63,17.318,164.087,0.13,-57.596,2024
A,USD,USA,45,45103010,38954,CLEAR SECURE INC,18467V109,1194.932,6.159,115.096,770.488,73.352,97.472,26.64,169.676,2024
A,USD,USA,45,45301020,38995,INDIE SEMICONDUCTOR INC,45569U101,941.386,15.204,383.375,216.682,175.112,189.163,4.05,-132.603,2024
A,USD,USA,45,45103010,39025,WM TECHNOLOGY INC,92971A109,181.866,3.492,26.601,184.514,36.426,99.033,1.38,7.639,2024
A,USD,USA,45,45103010,39056,BLEND LABS INC,09352U108,178.012,3.031,0.801,162.019,46.087,258.173,4.21,-43.345,2024
A,USD,USA,45,45103010,39070,INTAPP INC,45827U109,732.999,6,19.605,430.523,113.634,74.624,36.67,-32.021,2024
A,USD,USA,45,45301020,39121,MOBIX LABS INC,60743G209,39.088,2.569,2.306,6.442,5.779,34.954,1.06,-20.034,2024
A,USD,USA,45,45103010,39157,AVEPOINT INC,53604104,519.055,6.624,9.909,330.482,48.699,194.071,16.51,-29.09,2024
A,USD,USA,45,45301020,39173,SMARTKEM INC,83193D203,8.904,0.047,0.025,0.082,5.111,3.59,2.9,-10.33,2024
A,USD,USA,45,45103020,39182,N-ABLE INC,62878D100,1338.847,9.518,359.675,466.147,90.714,187.529,9.34,30.958,2024
A,USD,USA,45,45103010,39199,CS DISCO INC,126327105,180.32,2.33,6.971,144.841,51.511,60.329,4.99,-55.774,2024
A,USD,USA,45,45203010,39280,EVOLV TECHNOLOGIES HOLDINGS,30049H102,268.059,2.203,12.326,103.865,23.446,159.602,3.95,-54.017,2024
A,USD,ISR,45,45103010,39295,RISKIFIED LTD,M8216R109,495.861,5.59,21.94,327.516,68.065,161.209,4.73,-34.922,2024
I,USD,USA,45,45103010,39323,MATTERPORT INC,577096100,543.668,0.206,0,169.699,60.931,326.86,4.74,-256.621,2024
A,USD,USA,45,45103010,39378,CCC INTELLIGENT SOLUTIONS HL,12510Q100,3183.218,15.658,808.288,944.8,201.493,629.207,11.73,26.145,2024
A,USD,USA,45,45103010,39394,M2I GLOBAL INC,45728T102,0.085,0.609,0,0,,575.691,0.328125,-3.887,2024
A,USD,GBR,45,45103010,39408,REZOLVE AI PLC,G75398100,19.788,34.726,0,0.188,,208.261,3.82,-172.647,2024
A,USD,USA,45,45103010,39409,ALPHA MODUS HOLDINGS INC,20952107,1.703,2.075,2.935,0,0,12.455,3,4.103,2024
A,USD,USA,45,45103010,39426,MYSEUM INC,23816M206,5.371,0,0,0,0.858,3.009,1.78,-4.239,2024
A,USD,USA,45,45102010,39435,MICROMOBILITY.COM INC,42309B600,2.136,10.545,0,1.422,0,92.215,0.0101,8.148,2024
A,USD,USA,45,45103010,39436,URGENT.LY INC,916931207,54.071,14.703,40.349,142.905,13.932,13.5,0.51,-44.027,2024
A,USD,USA,45,45203010,39448,AEYE INC,8183204,27.12,0.267,0.625,0.202,16.389,13.734,1.27,-35.46,2024
A,USD,USA,45,45301020,39454,BLAIZE HOLDINGS INC,92915107,,,,,,,15,,2024
A,USD,CYM,45,45203030,39489,ICZOOM GROUP INC,G4760B100,39.975,12.162,0,177.934,0.482,11.002,1.9,-2.272,2024
A,USD,USA,45,45203010,39505,SMARTRENT INC,83193G107,420.176,0.592,7.021,174.885,29.369,192.049,1.75,-33.643,2024
I,USD,ISR,45,45201020,39528,SATIXFY COMMUNICATIONS LTD,M82363124,35.274,0.786,69.083,20.648,22.221,85.672,1.53,-45.665,2024
A,USD,USA,45,45103010,39538,CIPHER DIGITAL INC,17253J106,855.446,39.255,17.164,151.27,,350.784,4.64,-44.635,2024
A,USD,USA,45,45103010,39539,FRESHWORKS INC,358054104,1611.884,8.073,30.221,720.42,164.59,303.382,16.17,-95.368,2024
A,USD,CYM,45,45203015,39548,OSTIN TECHNOLOGY GROU CO LTD,G67927122,51.075,30.945,2.227,32.463,1.701,19.718,0.376,-10.062,2024
A,USD,ISR,45,45103010,39550,CELLEBRITE DI LTD,M2197Q107,690.567,4.125,6.844,401.203,98.415,234.525,22.03,-283.007,2024
A,USD,USA,45,45103010,39554,CLEARWATER ANA HOL INC,185123106,1169.572,11.1,60.819,451.803,150.558,235.101,27.52,424.378,2024
A,USD,USA,45,45103010,39555,AMPLITUDE INC,03213A104,445.911,3.812,1.772,299.272,97.565,129.188,10.55,-94.319,2024
A,USD,USA,45,45103010,39564,GREENIDGE GENERATIN HOLD INC,39531G308,64.855,0,68.268,59.533,,13.026,1.55,-19.785,2024
A,USD,USA,45,45103010,39575,CYNGN INC,23257B305,30.095,0.317,0,0.368,11.26,29.867,0.8491,-33.336,2024
A,USD,CYM,45,45103010,39589,ARQIT QUANTUM INC,G0567U127,26.719,0.286,0.704,0.293,,11.545,5.7,-54.581,2024
A,USD,USA,45,45103010,39661,EXODUS MOVEMENT INC,30209R106,287.995,0,0,116.272,,28.21,30.68,112.958,2024
I,USD,USA,45,45103010,39684,ENFUSION INC,292812104,143.261,6.076,14.236,201.611,26.727,94.655,10.3,2.823,2024
A,USD,USA,45,45103020,39687,GITLAB INC,37637K108,1399.263,0.275,0.117,759.249,239.652,163.913,72.76,-6.326,2024
