Active,Curr,Loc,Gcis,Gcis_Sub,Comp_Id,Comp_Name,Isin,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Net_Income,Shares_Out,Fyear
A,CNY,CHN,45,45203010,321599,DUOLUN TECHNOLOGY CORP LTD,CNE100002BD3,2428.269,18.152,43.259,516.124,54.116,6.323,700.94,2024
A,GBP,GBR,45,45203030,321615,MIDWICH GROUP PLC,GB00BYSXWW41,650.663,45.048,157.541,1317.013,,16.03,102.466,2024
A,EUR,BEL,35,35201010,321639,EUROPEAN MEDICAL SOLUTIONS,BE0974497290,48.474,8.377,11.472,45.131,1.416,0.546,4.232,2024
I,GBP,GBR,35,35201010,321642,ONCIMMUNE HOLDINGS PLC,GB00BYQ94H38,4.902,1.829,3.293,2.739,0.092,-3.498,74.142,2024
A,EUR,FRA,45,45201020,321667,KERLINK SA,FR0013156007,23.214,4.007,8.705,11.667,2.05,-3.773,7.446,2024
A,AUD,AUS,35,35103010,321671,VISIONFLEX GROUP LIMITED,AU0000303158,2.882,0.004,6.825,6.952,,-1.529,1416.991,2024
A,CNY,CHN,45,45103010,321709,BEIJING E-TECHSTAR CO LTD,CNE1000027P1,3609.562,702.336,54.237,1109.893,132.717,-992.333,313.691,2024
A,PLN,POL,45,45102010,321718,LUKARDI SPOLKA AKCYJNA,PLSAP0000018,13.708,1.299,0.688,35.966,,-0.142,,2024
A,SEK,SWE,35,35201010,321724,NANOLOGICA AB,SE0005454873,143.099,50.684,0.282,14.538,6.578,-65.629,88.357,2024
A,CNY,CHN,45,45203010,321732,HUBEI JIUZHIYANG INFRARED SY,CNE1000027R7,1708.219,1.088,0.291,534.283,73.057,30.975,180,2024
A,TND,TUN,35,35202010,321735,UNITE DE FABRICATION DES MED,TN0007720014,216.278,30.833,24.911,147.676,,19.372,32,2024
A,KRW,KOR,35,35202010,321741,HUONS CO LTD,KR7243070000,606285.226,87610.29,91103.065,590231.06,34872.325,29453.534,11.808,2024
A,BDT,BGD,35,35202010,321761,ACME LABORATORIES LTD,BD0491ACME00,55622.164,17189.502,6798.19,31931.63,32.994,2456.181,211.602,2024
A,CNY,CHN,35,35202010,321762,ZHEJIANG XINGUANG PHARMA,CNE1000027T3,909.781,0,0,267.542,12.624,50.39,160,2024
A,USD,GBR,35,35201010,321764,MEREO BIOPHARMA GROUP PLC,,76.39,6.242,0.187,0,20.93,,,2024
A,CNY,CHN,45,45203010,321766,HUNAN SUNDY SCIENCE AND TECH,CNE1000027Q9,1242.214,0,0,575.865,65.067,143.236,200.761,2024
A,INR,IND,35,35202010,321772,BAJAJ HEALTHCARE LTD,INE411U01027,8330.462,1583.311,649.19,5426.024,36.34,429.288,31.583,2024
A,INR,IND,45,45102010,321781,NINTEC SYSTEMS LTD,INE395U01014,1133.282,0,21.099,1398.042,,263.22,18.576,2024
I,AUD,AUS,45,45103010,321793,LIVEHIRE LTD,AU000000LVH1,11.799,1.45,1.225,7.186,3.608,-8.702,369.598,2024
A,SEK,SWE,35,35202010,321808,SWEDENCARE AB,SE0015988167,10316.4,43.2,1421.9,2530.2,13.5,98.9,158.863,2024
A,JPY,JPN,45,45102010,321810,UBICOM HOLDINGS INC,JP3160910000,7870,227,180,6340,,858.418,12.1232,2024
A,JPY,JPN,45,45102010,321820,COMPUTER MIND CO LTD,JP3306450002,276,16,45,357,,,,2024
A,JPY,JPN,45,45102010,321823,VIRTUALEX HOLDINGS INC,JP3778230007,3786,632,404,6488,,111.006,2.8135,2024
A,THB,THA,45,45103010,321827,NETBAY PCL,TH7163010005,770.41,5.071,15.272,581.465,,215.916,200,2024
A,KRW,KOR,35,35201010,321850,GC CELL CORPORATION,KR7144510005,578349.164,58032.742,26598.568,174451.44,26700,-73900.341,15.027,2024
A,KRW,KOR,35,35202010,321851,ST PHARM CO LTD,KR7237690003,721875.71,73375.061,44766.815,273751.343,22108.405,34711.731,20.153,2024
A,PLN,POL,45,45201020,321852,YANOSIK SA,PLNEPTS00011,23.711,0,0,58.634,0.597,2.641,0.581,2024
A,KRW,KOR,45,45301010,321857,HAESUNG DS CO LTD,KR7195870001,794194.184,96315.848,31075.737,602993.604,18094,58697.149,17,2024
A,JPY,JPN,45,45102010,321858,SERAKU CO LTD,JP3423510001,12052,39,45,22221,59,1575.787,13.5175,2024
A,HKD,CYM,45,45102010,321877,EXPERT SYSTEMS HOLDINGS LTD,KYG3313K1040,573.391,4.111,77.11,900.695,,13.956,803.28,2024
A,PLN,POL,45,45203010,322133,APANET SA,PLAPANT00017,0.667,0.138,0.13,1.944,0.044,-0.427,3.25,2024
A,KRW,KOR,45,45203015,321897,RN2 TECHNOLOGIES CO LTD,KR7148250004,45814.423,8476.524,258.127,14303.142,1165.988,-1718.611,7.174,2024
I,KRW,KOR,45,45103020,321898,SETOPIA CO LTD,KR7222810004,35563.578,19200.025,4117.375,55155.664,37.579,-26894.276,75.175,2024
A,THB,THA,45,45201020,321900,ALT TELECOM PCL,TH7312010005,4224.332,506.218,413.317,1273.073,,8.143,1132.227,2024
A,SEK,SWE,35,35203010,321920,PEXA AB,SE0007412374,10.187,0,0,0.72,,-10.163,57.791,2024
A,CNY,CHN,45,45103010,321924,GUOCHUANG SOFTWARE CO LTD,CNE1000027V9,4566.325,467.726,402.472,1899.338,245.634,-8.232,289.537,2024
A,USD,CYM,45,45201020,321927,PLOVER BAY TECHNOLOGIES LTD,KYG713321035,110.111,10.114,0.982,116.791,8.495,38.046,1102.233,2024
A,KRW,KOR,45,45203015,321948,PHOTON CO LTD,KR7208710004,98898.607,15086.233,247.472,135706.327,,-9754.199,65.901,2024
A,SEK,SWE,45,45102010,321961,B3 CONSULTING GROUP AB,SE0008347660,885.3,37.1,265.9,1129.3,,83.3,9.112,2024
I,KRW,KOR,45,45203015,321963,JANGWON TECH CO LTD,KR7174880005,87507.638,173.704,23.659,74708.617,1375.706,4705.154,4.323,2024
I,SGD,SGP,45,45203030,321978,PROCURRI CORP,SG1DA4000006,124.244,19.793,10.567,191.355,,0.402,325.281,2024
A,SEK,SWE,35,35201010,321990,SYNACT PHARMA AB,SE0008241491,270.52,0.595,1.286,0,49.312,-82.401,46.487,2024
A,INR,IND,45,45102010,322002,LTM LTD,INE214T01019,306300,3417,18456,380081,11,45987,296.273,2024
A,CNY,CHN,45,45102010,322026,FUJIAN BOSS SOFTWARE DEVELOP,CNE100002CG4,4562.828,115.091,323.581,2140.175,362.726,302.345,750.854,2024
A,CNY,CHN,45,45103020,322028,BEIJING GLOBAL SAFETY TECH,CNE100002813,4234.564,727.874,104.739,1398.469,137.53,-322.127,232.638,2024
A,CNY,CHN,45,45203010,322095,SHENZHEN UROVO TECHNOLOGY,CNE100002CL4,2064.353,431.989,18.24,1220.897,139.206,-150.466,317.911,2024
A,PLN,POL,45,45103010,322114,VEE SA,PLVCTCM00019,35.988,0,0,3.954,2.565,-3.248,1.663,2024
A,CNY,CHN,45,45301020,322122,GIGADEVICE SEMICONDUCTOR,CNE1000030S9,19228.834,951.334,48.023,7355.628,1122.389,1102.543,664.124,2024
A,CNY,CHN,45,45103010,322124,NEW TREND INTL LOGISTICS,CNE100002CM2,4530.962,68.386,0,2366.68,146.127,276.431,453.324,2024
I,SEK,SWE,45,45103010,322130,BRANDBEE HOLDING AB,SE0023469200,33.262,0,0,10.511,0.425,-22.468,10.008,2024
A,KRW,KOR,35,35201010,322144,GENOMICTREE INC,KR7228760005,130675.427,2019.417,59.981,2362.308,4942.084,-10242.377,23.99,2024
I,GBP,GBR,45,45103010,322159,LOOPUP GROUP PLC,GB00BYQP6S60,27.638,0.676,1.844,15.603,4.042,,,2024
A,TWD,TWN,45,45203015,322182,EAST TENDER OPTOELECTRONICS,TW0006588007,1056.802,95.175,100.882,135.8,23.229,-143.256,34.701,2024
A,SEK,SWE,45,45103010,322184,LITIUM AB,SE0007387246,101.267,0,0,82.423,16.38,0.709,16.586,2024
A,KRW,KOR,35,35202010,322193,ILDONG PHARMACEUTICAL CO LTD,KR7249420001,589042.895,130695.287,74852.293,614940.883,46815.286,-4576.225,27.932,2024
A,SEK,SWE,45,45103010,322220,FLOWSCAPE TECHNOLOGY AB,SE0018042046,47.432,0,0,52.352,8.268,-2.905,19.591,2024
A,INR,IND,35,35202010,322225,KWALITY PHARMACEUTICALS,INE552U01010,4472.716,973.263,151.189,3701.97,27.391,398.451,10.376,2024
A,INR,IND,45,45202030,322226,PRABHAT TECHNOLOGIES (INDIA),INE171P01019,551.691,26.949,400,13.739,,-5.495,10.519,2024
A,JPY,JPN,35,35103010,322230,KANAMIC NETWORK CO LTD,JP3215100003,6175,333,597,5007,,919.827,47.4573,2024
A,CNY,CHN,45,45203015,322243,SHENZHEN LONGOOD INTELLIGENT,CNE100002CZ4,2187.875,39.478,359.594,1586.546,92.215,51.706,268.139,2024
A,SEK,SWE,45,45203030,322272,ALCADON GROUP AB,SE0008732218,1701.1,84.1,336.9,1603.8,,36.9,24.511,2024
A,CNY,CHN,35,35202010,322456,GANSU LONGSHENRONGFA PHAR,CNE100002CP5,1402.312,11.363,98.415,1023.86,24.075,25.805,303.345,2024
A,CNY,CHN,45,45103010,322457,SHANGHAI WONDERTEK SOFTWARE,CNE1000030M2,1623.992,0.405,0.672,334.431,38.509,10.477,267.009,2024
A,HKD,CYM,35,35202010,322468,JACOBSON PHARMA CORP LTD,KYG677291067,3645.162,261.21,512.001,1576.897,3.218,300.833,1994.221,2024
A,SEK,SWE,35,35201010,322473,VICORE PHARMA HOLDING AB,SE0007577895,1203.108,0,0,109.346,249.263,-168.634,234.579,2024
A,JPY,JPN,45,45102010,322481,CHANGE HOLDINGS INC,JP3507750002,104790,6720,27748,46387,,7532.254,69.5789,2024
A,CNY,CHN,45,45102010,322483,BRILLIANCE TECHNOLOGY CO LTD,CNE100002CY7,1378.88,221.964,2.425,1347.175,102.58,-81.459,298.56,2024
A,EUR,SWE,45,45102010,322507,CYBER SECURITY 1 AB,SE0007604061,23.09,1.105,5.952,50.058,,-3.867,1136.346,2024
A,KRW,KOR,45,45102010,322512,LINKGENESIS CO LTD,KR7219420007,49039.236,157.704,85.128,13103.613,522.793,-426.483,11.255,2024
A,AUD,AUS,35,35201010,322535,ADALTA LTD,AU0000001AD2,5.573,1.525,1.29,0,4.162,-5.381,595.624,2024
A,CNY,CHN,45,45203010,322541,SHENZHEN EMPEROR TECHNOLOGY,CNE100002D12,1341.231,13.285,3.081,551.989,105.226,29.148,185.525,2024
A,SEK,SWE,35,35103010,322551,KONTIGO CARE AB (PUBL),SE0007075247,67.737,2.217,1.458,40.47,3.524,0.775,35.251,2024
A,SEK,SWE,35,35201010,322553,CHOSA ONCOLOGY AB,SE0007784319,16.589,0,0,0,,-9.594,76.944,2024
A,SEK,SWE,35,35202010,322556,GABATHER AB,SE0010869552,1.833,0,0,0,,-7.753,23.718,2024
A,KRW,KOR,35,35201010,322565,MOA LIFE PLUS CO LTD,KR7142760008,62249.789,14698.788,642.575,15629.688,579.157,-6993.91,37.735,2024
A,JPY,JPN,45,45103020,322566,CAPITAL ASSET PLANNING INC,JP3244420000,5660,997,441,8178,62,156.76,5.7344,2024
A,EUR,NLD,35,35201010,322575,TME PHARMA NV,NL0015000YE1,3.406,0,0,0,2.296,-5.722,94.112,2024
A,HKD,CYM,45,45203030,322580,SMART-CORE HOLDINGS LTD,KYG8211R1011,1693.916,310.481,5.199,4647.896,31.456,100.342,465.781,2024
A,EUR,DEU,45,45103010,322582,RUBEAN AG,DE0005120802,16.701,0,0.296,1.772,,-1.665,3.696,2024
A,CNY,CHN,45,45301020,322621,QINGDAO TOPSCOMM COMM,CNE100002RS7,4658.404,442.815,135.978,2946.183,509.363,-242.387,652.191,2024
A,CNY,CHN,45,45201020,322629,EVERPROX TECHN CO LTD,CNE100002D38,3536.418,62.433,466.844,1743.523,114.482,72.07,287.298,2024
A,CNY,CHN,45,45203015,322642,SUNTAK TECHNOLOGY CO LTD,CNE100002H18,12311.487,332.514,1751.118,5701.829,345.827,257.664,1081.251,2024
A,PLN,POL,35,35202010,322652,CELON PHARMA SA,PLCLNPH00015,543.796,8.672,8.255,176.618,0.68,-34.447,15,2024
A,EUR,FIN,45,45103010,322657,VINCIT OYJ,FI4000185533,47.809,0,0.066,84.647,0.274,-3.614,16.693,2024
A,CNY,CHN,45,45301020,322661,SHENZHEN GOODIX TECH CO LTD,CNE100002G84,10304.338,205.54,255.22,4251.911,949.988,603.699,458.297,2024
A,CNY,CHN,35,35103010,322665,HEREN HEALTH CO LTD,CNE100002D53,1462.116,96.226,0.024,394.459,52.516,39.297,262.56,2024
A,KRW,KOR,45,45201020,322666,INTELLIAN TECHNOLOGIES INC,KR7189300007,440693.07,58233.392,66565.825,257769.449,62794,-3011.577,10.381,2024
A,CNY,CHN,45,45201020,322668,LOOTOM TELCOVIDEO NETWORK,CNE100002D95,598.309,0.256,0,174.893,22.037,-58.103,200,2024
A,CNY,CHN,45,45202030,322670,SHANGHAI GUAO ELECTRONIC,CNE100002D61,723.805,12.196,0.292,281.515,35.428,-351.205,340.063,2024
A,CNY,CHN,45,45203010,322692,VANJEE TECHNOLOGY CO LTD,CNE100002D79,2931.47,138.926,19.741,925.634,299.955,-386.108,213.133,2024
A,CNY,CHN,45,45203010,322694,HANGZHOU JIZHI MECHATRONIC,CNE100002D87,1386.264,39.059,349.634,245.807,43.515,19.1,81.12,2024
A,SEK,SWE,35,35202010,322698,DOUBLE BOND PHARMACEUTICAL,SE0007185525,12.35,0,0,6.233,,-7.112,106.12,2024
A,CNY,HKG,35,35202010,322705,CHINA RESOURCES PHARMA GR,HK0000311099,257760.32,45373.156,23632.024,257673.256,2325.787,3331.27,6282.51,2024
I,AUD,AUS,35,35103010,322717,ADVANCED HEALTH INTELLIGENCE,,15.202,0.723,1.721,0.368,,,,2024
A,SEK,SWE,45,45103010,322723,GREATER THAN AB (PUBL),SE0005881554,93.76,1.638,24.239,47.559,5.054,-1.296,13.674,2024
A,KRW,KOR,35,35202010,322729,JW LIFESCIENCE CORP,KR7234080000,325323.614,36162.66,33074.872,222478.096,4030.477,43987.531,15.485,2024
A,SEK,SWE,45,45203010,322730,INSPLORION AB,SE0006994943,31.525,0.269,0,4.776,2.644,-19.665,49.482,2024
A,EUR,ITA,35,35203010,322750,FINE FOODS & PHARMACEUTICALS,IT0005215329,242.591,18.693,35.835,243.753,,8.156,,2024
A,KRW,KOR,35,35203010,322757,SAMSUNG BIOLOGICS CO LTD,KR7207940008,17336296.35,465594.047,1020645.428,4547322.176,392900,1083315.886,71.174,2024
A,CNY,CHN,35,35201010,322758,THALYS MEDICAL TECHNOLOGY,CNE1000030C3,2830.07,447.171,477.671,1805.545,47.111,-209.24,187.011,2024
A,CNY,CHN,45,45203010,322770,WUHAN LIGONG GUANGKE CO LTD,CNE100002DC1,1756.897,0,0,646.071,61.038,34.338,93.062,2024
A,CNY,CHN,45,45201020,322772,CHENGDU JIAFAANTAI EDUCATION,CNE100002DF4,1410.183,20,0,387.091,42.242,36.387,399.515,2024
A,KRW,KOR,35,35203010,322782,ALIGNED GENETICS INC,KR7238120000,44275.016,173.943,2789.6,15777.579,2291.803,4128.034,14.379,2024
A,SEK,SWE,35,35203010,322791,BICO GROUP AB (PUBL),SE0013647385,5483.2,93.9,1669.6,1946.3,354.3,-90.1,69.075,2024
A,CNY,CHN,35,35202010,322800,BETTA PHARMACEUTICALS CO LTD,CNE100002DD9,9341.678,772.962,1623.13,2827.001,501.902,402.569,418.486,2024
A,CNY,CHN,45,45203010,322826,HEXING ELECTRICAL CO LTD,CNE100002GS0,9478.317,546.171,127.336,4677.645,310.884,1002.038,486.264,2024
A,CNY,CHN,45,45203030,322829,BEIJING ORIENTAL JICHENG CO,CNE100002BX1,4596.837,433.403,30.243,2945.233,239.319,-209.181,296.319,2024
A,CNY,CHN,45,45201020,322833,SHENYU COMMUNICATION TECH,CNE100002DK4,1314.161,0.873,5.699,871.117,23.692,79.54,175.66,2024
A,THB,THA,45,45103010,322836,COMANCHE INTERNATIONAL PCL,TH7543010006,346.142,2.919,1.489,180.815,,2.752,147.4,2024
A,SEK,SWE,45,45103010,322837,CRUNCHFISH AB,SE0009190192,54.965,0.203,0.754,15.641,-2.807,-26.526,57.509,2024
I,EUR,FIN,45,45103010,322842,HEEROS OYJ,FI4000127527,11.327,0.215,0.491,11.363,,0.619,5.361,2024
A,HKD,VGB,45,45203020,322848,BITFIRE GROUP HOLDINGS LTD,VGG4671J1012,461.073,2.718,2.148,1520.345,,54.322,465.961,2024
A,CNY,CHN,45,45203010,322863,SGSG SCIENCE&TECHNOLOGY CO,CNE100002DH0,643.293,0,0,89.43,14.727,-21.193,328.108,2024
A,CNY,CHN,35,35202010,322878,ASYMCHEM LABORATORIES,CNE100002BZ6,19288.558,42.225,282.529,5797.102,614.49,948.95,349.016,2024
A,CNY,CHN,35,35202010,322881,SHANDONG BUCHANG PHARMA,CNE100002FV6,19328.509,1655.474,2060.373,10973.732,486.016,-553.798,1061.189,2024
A,SEK,SWE,35,35201010,322893,ALLIGATOR BIOSCIENCE AB,SE0024173637,104.338,10.097,33.475,57.767,205.311,-233.89,758.21,2024
A,CNY,CHN,45,45201020,322901,SHENZHEN KEXIN COMMUNICATION,CNE100002DL2,1568.437,414.578,257.574,553.536,76.754,-205.772,249.705,2024
A,CNY,CHN,45,45203010,322902,WUHAN JINGCE ELECTRONIC GRP,CNE100002DN8,10076.307,1695.567,1897.614,2525.727,742.273,-97.598,274.193,2024
A,TWD,TWN,35,35203010,322919,EIRGENIX INC,TW0006589005,10876.416,233.534,667.766,1008.96,785.882,-698.344,305.408,2024
A,SEK,SWE,45,45102010,322921,PROVIDE IT SWEDEN AB,SE0008321418,11.643,0.714,1.548,28.371,,-1.158,6.669,2024
A,SEK,SWE,45,45102010,322940,WHITE PEARL TECHNOLOGY GROUP,SE0020203271,188.582,,40.92,310.276,,21.575,,2024
A,JPY,JPN,35,35202010,322946,KUBOTA PHARMACEUTICAL HLDG,JP3266500002,1541,10,0,27,544,-1332.607,56.7655,2024
A,KRW,KOR,45,45301010,322947,NEW POWER PLASMA,KR7144960002,941823.498,162355.006,101086.046,519836.397,15320.058,21470.835,40.466,2024
A,GBP,GBR,35,35203010,322952,OXFORD BIODYNAMICS LTD,GB00BD5H8572,12.108,1.046,4.694,0.636,0.862,-11.567,311.856,2024
A,KRW,KOR,45,45301010,322955,OCEANBRIDGE CO LTD,KR7241790005,161130.623,20679.504,607.092,193531.707,3417.531,9474.675,9.713,2024
A,CNY,CHN,45,45201020,322957,SUZHOU KEDA TECHNOLOGY CO,CNE100003019,2268.368,235.282,311.591,1281.061,447.926,-203.451,534.046,2024
A,CNY,CHN,45,45102010,322960,ZHONGTONG GUOMAI COMM,CNE100003001,1684.296,0.862,0.13,350.498,1.768,-300.838,401.277,2024
A,EUR,FRA,35,35202010,322977,REBOOST BLOCKCHAIN CORP,FR0013371507,0.013,,0.001,,,0.021,,2024
A,CNY,CHN,45,45203010,322980,SHENZHEN ANCHE TECHNOLOGIES,CNE100002DT5,2530.154,35.856,144.879,444.925,43.891,-212.859,225.772,2024
A,KRW,KOR,35,35201010,322981,SILLAJEN INC,KR7215600008,149015.779,10123.384,565.906,3926.654,14497,-26525.746,137.367,2024
A,CNY,CHN,45,45201020,322984,T AND S COMMUNICATION CO LTD,CNE100002DR9,1993.946,0.481,1.957,1377.805,70.643,261.257,229.183,2024
A,CNY,CYM,45,45201020,322988,NANFANG COMMUNICATION,KYG6390W1078,1509.347,323.234,159,538.097,33.191,39.936,1626.24,2024
A,SEK,SWE,45,45103010,323004,QBNK HOLDING AB,SE0007278726,37.395,0,0,40.018,,-1.031,9.751,2024
A,CNY,CHN,35,35202010,323005,SHENYANG XINGQI PH,CNE100002DV1,2127.643,206.447,8.859,1923.902,226.071,338.062,175.249,2024
A,SEK,SWE,45,45203010,323006,SMART EYE AB,SE0009268279,1917.15,36.198,13.306,355.049,278.832,-230.41,36.996,2024
A,CNY,CHN,35,35103010,323009,SUZHOU MEDICALSYSTEM TECHNO,CNE100002ZY8,3164.052,221.298,199.156,461.388,51.179,-279.475,302.68,2024
A,CNY,CHN,35,35202010,323021,TIBET AIM PHARM INC,CNE100002C39,926.469,22.819,0,649.723,19.51,45.929,183.474,2024
A,EUR,CYP,45,45103010,323024,NETINFO PLC,CY0106391119,10.565,1.551,1.543,6.939,0.306,0.765,12.821,2024
A,KRW,KOR,45,45103020,323025,ITCENPNS CO LTD,KR7232830000,146246.22,25348.796,14981.634,104423.115,2.171,-2514.771,11.707,2024
A,CNY,CYM,45,45102010,323038,INTERNATIONAL BUSINESS DIGIT,KYG937491028,208.808,11.294,3.033,104.023,32.288,-75.068,762,2024
A,CNY,CHN,45,45203010,323045,BEIJING STARNETO TECHNOLOGY,CNE100002K62,2667.075,211.413,48.546,407.613,89.298,-228.008,207.809,2024
A,CNY,CHN,45,45201020,323047,HANGZHOU ANYSOFT INFORM TECH,CNE100002DS7,3555.781,1393.305,359.563,1439.984,37.948,-116.049,139.528,2024
A,BGN,BGR,45,45203010,323066,SHELLY GROUP SE,BG1100003166,180.606,2.185,9.898,208.704,0.832,43.692,18.106,2024
A,JPY,JPN,45,45102010,323076,SEGUE GROUP CO LTD,JP3421350004,13633,650,1658,18717,1,507.745,31.6465,2024
A,INR,IND,35,35202010,323104,LAURUS LABS LTD,INE947Q01028,93355.7,20559.6,7077.7,55539.6,553,3583.2,539.252,2024
A,MYR,MYS,35,35202010,323108,RHONE MA HOLDINGS BHD,MYL5278OO006,225.237,4.069,19.797,211.405,,12.307,221.226,2024
A,JPY,JPN,45,45103010,323113,SCAT INC,JP3544970001,2938,61,116,2594,,100.22,2.8368,2024
A,SEK,SWE,35,35103010,323114,AINO HEALTH AB,SE0009242555,9.877,0,0,23.94,0.963,-9.915,204.569,2024
A,CNY,CHN,45,45103020,323140,BEIJING CERTIFICATE AUTHORIT,CNE100002DZ2,1543.469,24.657,4.088,1122.479,209.865,12.594,270,2024
A,JPY,JPN,45,45103010,323149,SHANON INC,JP3359750001,2169,153,1235,3206,,-101.625,3.1804,2024
A,MYR,MYS,45,45301010,323157,FOUNDPAC GROUP BHD,MYL5277OO008,120.564,0.946,1.264,64.152,,6.418,544.647,2024
A,TWD,TWN,35,35202010,323175,HANDA PHARMACEUTICALS INC,TW0006620008,3441.404,7.27,32.826,830.674,291.905,472.743,140.482,2024
A,EUR,ITA,35,35103010,323179,GPI SPA,IT0005221517,953.908,169.381,244.647,496.469,,15.215,28.889,2024
A,KRW,KOR,45,45301010,323187,KEEPS BIOPHARMA INC,KR7256940008,165210.654,42247.033,13489.523,127583.229,801.384,1113.441,18.749,2024
A,CNY,CHN,45,45203015,323198,ZHEJIANG WAZAM NEW MATERIALS,CNE100003J07,6112.56,1128.614,1172.723,3778.354,200.893,-97.43,142.012,2024
A,KRW,KOR,45,45102010,323203,NAMUTECH CO LTD,KR7242040004,97079.212,26236.807,2630.708,91419.341,2509.477,-5311.24,33.137,2024
A,KRW,KOR,35,35202010,323208,GL PHARMTECH CORP,KR7204840003,42440.328,8772.918,5877.412,26047.952,2325,-2337.463,76.965,2024
A,TWD,TWN,35,35201010,323214,TWI BIOTECHNOLOGY INC,TW0006610009,242.321,12.657,2.946,0,150.143,-164.805,87.629,2024
A,CNY,CHN,45,45102010,323225,XINJIANG SAILING INFO TECH,CNE100002F85,647.254,4.651,0.293,162.613,15.377,-60.553,190.374,2024
A,CNY,CHN,45,45203010,323226,WUXI XINJE ELECTRIC CO LTD,CNE100002ZQ4,3215.803,33.462,0.856,1703.942,167.513,228.552,139.233,2024
A,SEK,SWE,45,45103010,323227,SPOTR GROUP AB,SE0025166416,23.67,0.083,0,5.13,,-9.308,252.917,2024
A,CNY,CHN,35,35202010,323243,SHANDONG SITO BIO-TECH CO,CNE100002F36,3025.807,666.003,95.973,918.218,58.379,-88.767,189.702,2024
A,CNY,CHN,45,45203010,323244,SHENZHEN TVT DIGITAL TECH CO,CNE100002C96,1499.135,18.183,2.103,1127.87,198.005,200.465,218.666,2024
A,CNY,CHN,45,45203015,323252,SHENZHEN KINWONG ELECTRONIC,CNE100002FZ7,19243.777,384.291,1315.518,11984.837,757.587,1169.026,932.532,2024
A,CNY,CHN,35,35202010,323266,NANJING HICIN PHARMACEUTICAL,CNE100002F44,1464.547,242.44,72.3,502.108,60.975,40.218,120,2024
A,CNY,CHN,45,45201020,323268,QUECLINK WIRELESS SOLUTIONS,CNE100002F93,2097.921,2.211,0.708,949.463,125.325,158.61,457.085,2024
A,CNY,CHN,45,45103010,323288,WEAVER NETWORK TECH CO LTD,CNE100002ZC4,3923.454,3.413,3.12,2360.529,324.708,202.945,258.059,2024
A,CNY,CHN,45,45203015,323310,GUANGZHOU SHIYUAN,CNE100002K47,22670.281,2861.872,590.399,22045.239,1540.155,970.956,696.017,2024
A,CNY,CHN,45,45103010,323323,ARCHERMIND TECHN CO LTD,CNE100002MN9,2557.537,594.517,5.973,1964.907,153.181,-126.02,216.494,2024
A,CNY,CHN,45,45102010,323329,JILIN JLU COMMUNICATION,CNE100002MP4,1510.094,273.359,1.129,519.967,20.414,4.897,259.812,2024
A,CNY,CHN,45,45203015,323346,SHENZHEN TXD TECHNOLOGY CO,CNE100002K13,9420.464,1012.308,530.359,9476.597,284.034,32.515,327.552,2024
A,CNY,CHN,45,45102010,323353,LEON TECHNOLOGY CO LTD,CNE100002Q17,2147.975,138.818,33.127,784.108,27.326,25.87,460.298,2024
A,KRW,KOR,45,45203030,323356,SURPLUSGLOBAL INC,KR7140070004,452124.577,160777.489,33086.847,251619.316,1499.349,4588.086,34.46,2024
A,CNY,CHN,45,45203015,323378,QIJING MACHINERY CO LTD,CNE100002Z16,2261.071,231.613,205.536,1951.398,68.148,67.446,192.601,2024
A,PLN,POL,45,45102010,323394,VARSAV GAME STUDIOS SA,PLYORIM00019,16.853,1.278,0.025,1.488,,0.484,20.596,2024
A,CNY,CYM,45,45301020,323458,HG SEMICONDUCTOR LIMITED,KYG3970H1056,629.614,13.036,3.618,75.282,23.961,-156.819,751.055,2024
A,CNY,CHN,45,45103010,323474,SI-TECH INFORMATION TECH,CNE100002PW3,2366.133,455.416,245.6,871.26,66.036,-51.108,328.021,2024
A,EUR,FRA,35,35201010,323476,INVENTIVA SA,FR0013233012,118.967,5.868,77.667,9.198,90.88,-184.212,95.662,2024
A,CNY,CHN,45,45203015,323477,KUNSHAN KERSEN SCI & TECHN,CNE100002RL2,5554.807,1092.469,475.977,3340.632,236.819,-476.83,551.389,2024
A,CNY,CHN,35,35201010,323479,SHENZHEN KANGTAI BIOLOGICAL,CNE100002Q33,14563.714,237.057,1786.479,2642.832,508.123,201.652,1116.928,2024
A,CNY,CHN,45,45203015,323498,XDC INDUSTRIES (SHENZHEN),CNE100002PP7,655.158,12.705,26.323,266.087,25.822,-18.333,193.218,2024
A,CNY,CHN,45,45102010,323499,WINNER TECHNOLOGY CO INC,CNE100002PV5,1302.667,20.7,22.431,360.963,43.677,-23.861,120.114,2024
A,KRW,KOR,35,35203010,323503,FUTURECHEM CO LTD,KR7220100002,74421.441,1987.45,1807.885,17293.266,8639.619,-9417.583,22.097,2024
A,SEK,SWE,35,35201010,323516,ONCOPEPTIDES AB,SE0009414576,244.192,7.273,134.442,31.648,121.186,-284.608,211.264,2024
A,KRW,KOR,45,45301010,323525,FNS TECH CO LTD,KR7083500009,128914.258,4741.913,15782.327,88482.202,1156.865,13994.242,7.739,2024
A,SEK,SWE,45,45201020,323529,FREE2MOVE HLDG,SE0011414283,27.725,0.12,0.794,23.842,2.601,-25.977,243.504,2024
